20070125134528AAH28ID	Yahoo! Products;Yahoo! Answers	How come none of the celebrity users of Yahoo! Answers ever answer any of our normal mortal questions?	Is it cause they have a superiority complex?
20081126090355AAEAc2j	Yahoo! Products;Yahoo! Answers	Vc gosta que te falem ao ouvido?	Sabe aquelas palavras,de carinho,bem doces,suaves......hum!!!!!!!!!!!!    Eu amo............e vc?  Gosta que sussurrem ao teu ouvido?    Beijos
20081124153201AAIS3ol	Yahoo! Products;Yahoo! Search	Se eu pudesse olhar em seus olhos agora...o que eu veria?	Os seus olhos mostram o que você leva na alma?         bjos enormes mores
20090123075947AA4WCi7	Yahoo! Products;Yahoo! Answers	Fa?a uma frase com a palavra?	"TAFUIA"
20090112084437AA87XE8	Yahoo! Products;Yahoo! Answers	Vamos dar a Festa dop ano?????Dia internacional do limbo....?	Todas as perguntas (ou a maioria) dos meus amigos foram "limbadas"... e vc? ja teve a sua pergunta no limbo hoje?  uma experiencia e tanto n gente..kk      Bjux?
20090111134716AAwtbBh	Yahoo! Products;Yahoo! Groups	Como seria uma vida sem amor?	Livre...
20081223150502AAYhK6j	Yahoo! Products;Yahoo! Groups	Você é rei de seu silêncio ou escravo de suas palavras?	N/A
20081124113405AA3Gx9p	Yahoo! Products;Yahoo! Groups	Qual a cor que esta mais te chamando a aten??o no ambiente onde vc se encontra?	pra mim é um livro da capa cor de rosa , tem o título de "Casório" da Marian Keyes
20090107104814AAjJkQL	Yahoo! Products;Yahoo! Groups	Na sua regi?o quando saem pra tomar cerveja que tipo de tira gosto vc′s pedem?	N/A
20090123110228AApnSTM	Yahoo! Products;Yahoo! Answers	Pra vc a frase: " um fundo de verdade" é confiável ou desculpa esfarrapada?	N/A
20081126054832AA6KDN8	Yahoo! Products;Yahoo! Groups	Quais s?o as principais preocupa??es de Obama?	Quais s?o as principais preocupa??es do novo presidente dos Estados Unidos?
20081126054713AA2yub2	Yahoo! Products;Yahoo! Groups	Sobre seca e enchentes.......?	Gostaria de algum texto ou comentário, sobre o assunto: secas e enchentes. O acontencimento mais recente é o de Santa Catarina que está "em baixo d'água". O porque isso acontece e qual seria a solu??o. Em um mesmo país dois extremos. De um lado a seca que mata pessoas e animais. E de outro a chuva, a água que mata e desabrigada. Agrade?o qualquer colabora??o sobre o assunto. Bjs.
20081207083915AAaG1e6	Yahoo! Products;Yahoo! Answers	O que vc acha do CANTOR cazuza?	N/A
20081126153208AADqXm9	Yahoo! Products;Yahoo! Answers	As suas perguntas no YR s?o :No improviso ou VC vai bolando durante o DIA?	N/A
20090114103350AAoIhTb	Yahoo! Products;Yahoo! Answers	Mas que empresa é esse meu DEUS?	Gente,  n?o deu nem 16:30 e tdo mundo já foi embora da empresa onde trabalho, só fiquei eu de trouxa aqui pq tem q ter sempre alguem pra atender o telefone =/   Fora que tem 4 funcionários de férias as mesmo tempo, sendo que TODOS tivemos férias coletivas em dezembro!   Me falem, vcs acham que uma empresa dessas vai pra frente?   Tenha dó né   Bjus
20081127075101AA5iB9b	Yahoo! Products;Yahoo! Answers	? Vc costuma quebrar as regras?	N?o estou falando só de regras do YR..estou falando das regras que encontramos tds os dias em nossas vidas.      Vc segue bem as regras, ou costuma quebra-las?      Eu sigo direitinho...ate queria quebrar as regras mais vezes ahuaa..^^      ?Obrigada a todos pelo carinho das resposta ?      Excelentee quinta, e sexta e excelentee fds...=)      BjUu a tds...e beijokinhas mega especiais aos meus migos fofs...^^      ??? Polly ???      
20081124092805AAXkN40	Yahoo! Products;Yahoo! Answers	? Vc prefere assistir um filme ou ler um livro?	Eu prefiroo ler um livro...mas se podesse gostariaa de assistir um filme de cada livro..depois que terminasse de ler hehe...^^    E vc prefere o que?     Se estreessa n?o tah.. s curiosidade..^^    ? Obrigadaa a tds pelo carinho das respostas...vcs s?o uns amores ?    BjUu a tds...e beijokinhas super especiais nos meus maravilhosos amigos..que est?o no meu ?    ??? Polly ???
20081125114205AAxZYES	Yahoo! Products;Yahoo! Answers	? Você sabe perder...?	"Só ent?o comecei a perceber que viver bem se deve mais à arte de saber perder do que de saber ganhar"- Augusto Cury (O Vendedor de sonhos)      Vc sabe lidar bem com as perdas?      Em algumas quest?es sei conviver muito bem com perdas..em outras é muito complicado para mim...^^      ? Obrigada a todos pelo carinho das respostas ?      BjUu a tds...e beijokinhas super especiais aos meus miguinhos fofs...=)      ??? Polly ???      
20081126141707AAGSArH	Yahoo! Products;Yahoo! Answers	Como vc faz para escolher a melhor resposta entre tantas boas?	Estou duas perguntas abertas (com essa três) e n?o sei qual escolher.. gostei de todas...    O que vc leva em considera??o?!!   Amizade..   Por estar sempre presente..   Por vc gostar da pessoa...   Outra alternativa...      Beijinhos pra todo mundo...    
20081213081857AASnUgZ	Yahoo! Products;Yahoo! Answers	Se VOCê estivesse em um KARAOKê, LEVANTARIA e CANTARIA????????????????	bjnhos pra todos
20081127113827AAHP84W	Yahoo! Products;Yahoo! Answers	O que você COSTUMA fazer quando está MUITO FELIZ?????????	bjnhos pra todos
20081217114647AADL7Ic	Yahoo! Products;Yahoo! Answers	O que te faz PERDER a PACINCIA????????????????	bjnhos pra todos
20081127094333AAMy7Wy	Yahoo! Products;Yahoo! Answers	E se n?o existisse o Y!R??? Em qual site vc estaria navegando agora?	...Sem o Y!R, por onde vc navegaria??      Bj?o Galera!!!   ótima Tarde!!!!      obs: FDS chegandoooooo!!!
20081222113610AAiR8pW	Yahoo! Products;Yahoo! Answers	A op??o "escolher a melhor resposta"  em nossas perguntas deveria...?	Aparecer antes das 4 horas n?o concordam?         Por que pra mim é batata....deu 4 horas,elas come?am a excluir uma por uma...rsrs      Se aparecesse antes,eu escolhia a MR logo,que nem um deflash.kkkk      =/
20081220120151AAP6yjA	Yahoo! Products;Yahoo! Answers	O nosso quarto diz muito sobre a gente....me descreva o seu,como  seu quarto?	Desde o momento que vc abre a porta,o que vc v??    como s?o os mveis,a cor da parede,o ch?o...emfim!!    Deixa eu te conhecer melhor ^^    S curiosidade!!    Bjokaaaaaaaaas da Priiiiiii!!    =*
20081222080334AASdWxb	Yahoo! Products;Yahoo! Answers	VOCê é daqueles que caiu na água...afundou morreu?	Sabe nadar?      Quando vc mergulha coloca a m?o no nariz??      Sabe boiar?      Virar cambalhota embaixo d'água?      Você mais parece um peixe fora d'gua?      Ou uma baleia encalhada?      heheheehhehehe.      Sinceridade ein?      Bjokas totozosss!!      =*
20081126130827AA61gP5	Yahoo! Products;Yahoo! Answers	Você já conseguiu trazer alguém do seu mundo real para o mundo yahoodiano?Eu consegui...?	Amigos,minha amiga da vida "real",fez sua conta no yahoo ontem....   A Cintia,o nick está como Ciii ? ? ?      Minha grande amiga,como uma irm? mesmo,que amo muito e que agora fará parte desse nosso mundo virtual.   A tratem bem ein?rrsrsrs      Quem quizer a add como amiga fique à vontade.      Bjokas da Priiiiiii e da Ciiiiii!!      :**      O link do perfil dela vou acrescentar nos detalhes... =O
20090120104358AA0tbIE	Yahoo! Products;Yahoo! Answers	→ Me diga UM único objeto que é INDISPENSáVEL para ti no dia-a-dia?	Bj?oooooo amores!   =*
20090120110506AAkxurn	Yahoo! Products;Yahoo! Answers	→ De onde você mais escuta suas MúSICAS??Do seu computador,do seu celular,no rádio...ONDE?	N/A
20081124190520AAQqYFR	Yahoo! Products;Yahoo! Answers	Você já tomou banho de madrugada?	por qual motivo?
20090129045015AACBrHi	Yahoo! Products;My Yahoo!	Quantos F?s você tem no YR ?	Eu tenho 118 F?s...\o/         ~~ Beijos ~~
20090123063700AAlfMNg	Yahoo! Products;Yahoo! Answers	Qual o seu sanduiche preferido?	O meu é o de salame.
20090120120452AA8ArFw	Yahoo! Products;Yahoo! Answers	Pq respostas idiotas acabam sendo escolhidas cmo melhor?	vc faz uma pergunta ate boa,pra tirar uma duvida e as vzs ate ajudar a tomar decis?es importantes... todos ajudam, o engra?adinho la no meio fala uma palha?ada,vc ri e escolhe a dele cmo melhor...isso é 'podi' neh?
20090110112327AADN4mQ	Yahoo! Products;Yahoo! Answers	Voce já pensou em se matar?..quero saber, qual o grau de suicidas aqui?	N/A
20090107134649AAfR8pS	Yahoo! Products;Yahoo! Answers	Eu confesso ( Sou uma VICIADA aqui no yahoo e você Confessa ) ?	N/A
20090107134831AAyuoZl	Yahoo! Products;Yahoo! Answers	Você é uma Pessoa Normal ?	N/A
20081125085420AAusXDf	Yahoo! Products;Yahoo! Answers	Que tal duas novas faixas laranja ( 2a parte )?	Ontem andei passeando pelo yahoo, e fui confrontada com duas correntes de pensamento.      1 - A daqueles usuários q esperam do yahoo um site técnico de perguntas/respostas.      2 - A daqueles usuários q esperam do yahoo tb um site de relacionamentos.      Tendo isso em aten??o e pensando nos propósitos anunciados do yahoo, passei a formular algumas suposi??es.      SUPONDO QUE o yahoo permite q este site seja tb um espa?o de RELACIONAMENTOS:      1- Pq n?o atualizar os propósitos/regras do yahoo? Assim os usuários n?o criariam falsas expetativas.      2 - Pq n?o criar uma categoria para conversas entre amigos? Tratar-se-ia de regularizar uma realidade latente entre usuários...      3 - Pq n?o criar um Top escolhas? Convenhamos q um dos grandes problemas do yahoo é a postagem de perguntas em categorias erradas. Um Top escolhas ajudaria a redirecionar a pergunta para o local correto.      Para comprender na integra meu raciocínio, terá q ler a pergunta anterior (e de preferência, responder a ambas )   Que tal duas novas faixas laranja ( 1a parte )?      Bjos.      
20061102090631AApQ0cA	Yahoo! Products;Yahoo! Mail;Problems with Service	Warum kann ich meine Mails nicht lesen?	beim ?ffnen der Yahoo-Mail erscheint folgender Text:      Sorry, the page you requested was not found.   Please check the URL for proper spelling and capitalization. If you're having trouble locating a destination on Yahoo!, try visiting the Yahoo! home page or look through a list of Yahoo!'s online services. Also, you may find what you're looking for if you try searching below.      Englisch mü?te man k?nnen........bitte helft mir!!
20061206140155AAWjiu3	Yahoo! Products;Yahoo! Answers	Ist meine Erwartungshaltung zu hoch?	Auf eine Frage hier,warum es mit der Zeugung des Nachwuchses nicht klappt,kam als Antwort das die Erwartungshaltung viell. zu hoch ist.Sollte ich meine Erwartungshaltung bei YC herunter setzen und werden dadurch die Fragen,bzw. die Antworten besser?
20061223090133AA8YmFn	Yahoo! Products;Yahoo! Answers	What`s the watchlist and what`s its function?	N/A
20081220094901AAYZDbG	Yahoo! Products;Yahoo! Answers	Você gosta de futebol?	Independente do sexo..   Eu sou mulher e gosto de futebol sim.   Acompanhava bastante, ia nos estádios com meu irm?o. N?o vejo nada demais. Mas também n?o era fanática. E você?      Fiz essa pergunta porque eu estava vendo meu álbum de figurinha da última Copa do Mundo. Quase completei. rs      bjOkas   =D
20081127155023AA2JC9p	Yahoo! Products;Yahoo! Answers	Você faz valer a pena?	Perguntinha pra fechar a noite de hoje.   To mals, to indo dormir.      bjOkas   =D
20081230065718AAAubVB	Yahoo! Products;Yahoo! Answers	Pode botar fé que desse jeito vai?	Nóis trupica, mas n?o cai?! shsushsus      bjOkas   =D
20081222101851AAOK40S	Yahoo! Products;Yahoo! Answers	Você TOCA algum INSTRUMENTO MUSICAL?	Qual?
20081213084026AAg8nFB	Yahoo! Products;Yahoo! Answers	Por que muitas pessoas acham estranho outra pessoa que nunca teve namorado(a)?	No meu caso...eu falo que nunca tive namorada mas ninguém acredita....   Qual seu ponto e vista sobre esse assuntoo...??   Sabe pra mim eu acho muito chato isso pois a svezes temos que mentir pra n?o passar vergonha na frente de certas pessoas!
20081222101810AAfJY0d	Yahoo! Products;Yahoo! Answers	O que Você acha desses USUáRIOS que deixam o histórico deles PARTICULAR ?	Isso já aconteceu com vocês ? às vezes você adiciona um usuário para a sua lista de amigos, e quando entra no perfil dele vê que está PARTICULAR, n?o dá pra ver nem as perguntas e nem as resposta dele.   Sempre que adiciono um usuário à minha lista de amigos , tenho o costume de olhar as respostas dele no perfil , n?o pra xeretar , mas sim pra ter uma idéia dos gostos e das opini?es dele. Se eu vejo que é Particular, eu excluo o usuário na mesma hora.   Estamos aqui no YR pra compartilhar experiencias e aprender , ent?o porque diabos alguém deixaria no PARTICULAR ?? Creio que é uma chance a menos de trocar conhecimento , a mesma coisa que se fechar em uma concha .   Que opini?o vocês têm a respeito ?      Um feliz Natal a todos .
20081125091942AA8ZaGf	Yahoo! Products;Yahoo! Answers	Bar X Academia ? Leia os detalhes......................…	 BAR X ACADEMIA   >    > Por que será que é mais fácil freqüentar um bar do que   > uma academia?    >    > Para resolver esse grande dilema, foi necessário   > freqüentar os dois (o bar e a academia) por uma semana.    >     >       > Vejam o resultado desta importante pesquisa:    >    > Vantagem numérica:    > - Existem mais bares do que academias.    > Logo, é mais fácil encontrar um bar no seu caminho.    > *1x0 pro bar.**     >    > Ambiente:    > - No bar, todo mundo está alegre. é o lugar onde a dureza   > do dia-a-dia amolece no primeiro gole de cerveja.    > - Na academia, todo mundo fica suando, carregando peso,   > bufando e fazendo cara feia.    > *2x0.**    >    > Amizade simples e sincera:    > - No bar, ninguém fica reparando se você está usando o   > tênis da moda. Os companheiros do bar só reparam se o seu   > copo está cheio ou vazio. *3x0.*    >    > Compaix?o:    > - Você já ganhou alguma saideira na academia?    > Alguém já te deu uma semana de ginástica de gra?a?    > - No bar, com certeza, você já ganhou uma cerveja   > 'por conta'.    >   *4x0.*    >    > Liberdade:    > - Você pode falar palavr?o na academia?    > *5x0*.    >    > Libertinagem e democracia:    > - No bar, você pode dividir um banco com outra pessoa do   > sexo oposto, ou do mesmo sexo, problema é seu...    > - Na academia, dividir um aparelho dá até briga.    > *6x0.**    >    > Saúde:    > - Você já viu um 'barista' (freqüentador de bar)   > reclamando de dores musculares, joelho bichado, tendinite?    > *7x0.*    >    > Saudosismo:    > - Alguém já tocou a sua música romantica preferida na   > academia? é só 'bate-estaca' , né?    > *8x0.*    >    > Emo??o:    > - Onde você comemora a vitória do seu time?    > No bar ou na academia?    > *9x0.*    >    > Memória:    > - Você já aprontou algo na academia digno de contar para   > os seus netos?    >  *10x0 pro BAR!!!**    >    > Portanto, se você tem amigos na academia, repasse este   > e-mail para salvá-los do mau caminho!**    >    > PS: Você já fez amizade com alguém bebendo Gatorade???   >    > ENT?O, VAMOS SIMBORA PRO BAR!!!    > BEBER, CAIR E LEVANTAR...    
20090110112950AA6I3Be	Yahoo! Products;Yahoo! Answers	O Yahoo Respostas melhoraria, se limitassem usuários com poderes para denunciar?	N?o me interpretem mal. Eu só gostaria de saber o ponto de vista de cada um, sem a inten??o de supervalorizar usuários antigos com alta pontua??o, com isso desvalorizando os novos integrantes.   Hoje, qualquer um pode denunciar perguntas ou respostas, facilitando exclus?es desnecessárias e indevidas, por pessoas com várias contas, todas fechadas em a??es particulares, e criadas exclusivamente para gerar pontos para algumas contas principais e atacar e denuciar outros usuários.   Penso que se esses poderes fossem limitados a usuários "limpos", avaliados pelos próprios integrantes do Yahoo, diminuiria em muito essa "farra" de negativa??es e exclus?es!
20090112110045AA2GQJK	Yahoo! Products;Yahoo! Answers	Vc fica chateado quando vc faz uma pergunta e?	vc tem muitos amigos,mais tem alguns q nunca responde?eu fico,gosto dos amigos sempre presente,
20081223141927AAnUAdI	Yahoo! Products;Other - Yahoo! Products	Qual a marca ou loja de roupa q vcs mais curtem?	=D   beijos&FelizNatal
20090107091002AA4DfK1	Yahoo! Products;Yahoo! Answers	Vc é bom de conversa?	Bjos e uma ótima tarde a todos =D
20090120122632AAGwsL1	Yahoo! Products;Yahoo! Answers	→ Qual foi a primeira pessoa que vc fez amizade aqui no Yahoo?	Vc se lembra? rs            BjO!?
20090111153230AANr1uv	Yahoo! Products;Yahoo! Answers	O que te lembra o avatar acima ?	Se alguém n?o sabe como é a brincadeira, é assim:   O que te lembrou o avatar que respondeu acima ?      Respondam com total respeito !      Bjoks !
20090129041751AAN2hOI	Yahoo! Products;Yahoo! Answers	Por favor, vai na sua lista de amigos e me responda.........?	Tem alguma celebridade lá?      Na minha tem o Batman, o DJ mugg e a Avil Lavigne.
20081127104200AAxZ4lT	Yahoo! Products;Yahoo! Answers	Seria melhor enxergar o mundo com os olhos de um poeta ou de uma crian?a?	Kisses?
20081124111025AANoVWt	Yahoo! Products;Yahoo! Answers	O que vc acha do avatar acima do seu? E do meu o que acham?	N/A
20090107120345AA1vbMk	Yahoo! Products;Yahoo! Answers	Quando voc v alguem aqui do Yahoo que considere 'bonito', pensa logo que  Fake?	N/A
20090107120652AA8ukPs	Yahoo! Products;Yahoo! Answers	é verdade que as MULHERES se arrumam para as OUTRAS MULHERES?	Por causa de um espírito competitivo avan?ado??         (n?o estou afirmando nada! Apenas estou PERGUNTANDO,ok?)
20081125095001AA2xNrS	Yahoo! Products;Yahoo! Answers	Como posso saber se é você mesmo que está do outro lado do computador?	Como eu sei que você é você?
20081126033854AAxN4me	Yahoo! Products;Yahoo! Answers	Se a Felicidade batesse na sua porta o que você falaria pra ela?	 Ofere?o essa frase pra uma Garota aqui do Yahoo:      "Felicidade é estar com quem se quer estar, fazer o que se quer fazer e viver o que nunca se imaginou viver".   Fonte: Desireé Nunes.      Minha felicidade é estar juntinho de você, mesmo desse jeito "estranho" em que estamos...!!!
20081128131933AA2lTLY	Yahoo! Products;Yahoo! Answers	Qual foi a  pergunta mais criativa que você já respondeu aqui no Yahoo Respostas?	N/A
20081128133540AAYkEuo	Yahoo! Products;Yahoo! Music	Qual  a msica da sua vida?	N/A
20081220112634AAVAqXE	Yahoo! Products;Yahoo! Answers	Em que cidade vocês nasceram?E em qual vivem atualmente?	Eu nasci em Jacareí SP e também moro aqui e vcs?
20081220123327AAKlA12	Yahoo! Products;Yahoo! Answers	Fotos no YR... quando?	 partir de quando podemos colocar nossas fotos no YR???
20081223145923AAwsrnR	Yahoo! Products;Other - Yahoo! Products	Aprendi muita coisa que n?o sabia aqui no YR, até o peso de minhas opini?es, e você?	N/A
20081222101524AAlvqJp	Yahoo! Products;Yahoo! Answers	Vc está aquii pra ganhar pontoss e ser o ToP ou pQ num tem nada pra fazer mesmo?	Isso é um passa tempo pra vc ..Ou vc mesmo está aqui pelos propósitosss do Yahoo resposta.......
20081223071426AAMlGer	Yahoo! Products;Yahoo! Groups	O que vocês acham desse hospício que é o Y!R?	N/A
20081223140620AAZHDuo	Yahoo! Products;Yahoo! Answers	Vc gosta mais de Perguntar ou responder no Yahoo Respostas?	N/A
20090107141707AARS6Jk	Yahoo! Products;Yahoo! Answers	Que símbolo te representaria perfeitamente?	Qualquer símbolo.      O meu, no momento seria o Mar, com sua calma e agita??o, em um eterno combate de autocontrole.      E o seu ?
20090107122901AAJDfIl	Yahoo! Products;Yahoo! Answers	Sua concep??o ao refutar uma pergunta tem haver com o seu estado de espírito ?	Ou você só gosta de perguntas n?o complexas, onde n?o se necessita combinar idéias ?
20090111111724AASnUVw	Yahoo! Products;Yahoo! Answers	Vcs também achavam chato o nível 1?	poooorra eu to quase jogando uma bomba nesse yahoo, toda hora qe eu vo estrela alguém aparece aqela linda mensagem: SEU LIMITE DE ESTRELAS ACABOU! da vontade de manda enfiar no cu esse limite!! N?o da pra positivar ninguém!!S?o só 20 respostas por dia!!!      Se a pessoa qe conseguiu excluiu minha conta estiver lendo isso, saiba qe eu nunca tive tanta raiva de alguém... [afê!]....... Zuera gente, naum to t?o nervosa assim... mas vamos concordar qe o nível 1 é triste..... ??      xP   bj?o =*   téèeh + genti!!!
20090111130042AA6Knxw	Yahoo! Products;Yahoo! Answers	Quando algume faz uma pergunta aki no YR e ninguem responde ...?	Oq acontece a pessoa q fez a pergunta perde ponto ou num acontece nda???
20090111153702AA7mSO3	Yahoo! Products;Yahoo! Answers	Alguem aqui no site e viciado em games como eu ?	qual melhor jogo que ja jogou ate hoje , e dos atuais qual vc escolhe o melhor
20060705224733AAsBC5A	Yahoo! Products;Yahoo! Answers	My points and levels?	I have like 107 points and Im on level 1 how do thease point things work? How many do I need do differnt levels?
20060814123906AABPYsx	Yahoo! Products;Yahoo! Answers	Wenn eine Frage 10 oder 20 Punkte kosten würde, würden hier dann andere Fragen gestellt werden?	N/A
20060827044311AAzLfJs	Yahoo! Products;Yahoo! Mail;Attachments & Photos	Can i send photographs from my mobile to my email address?	N/A
20061013065200AAuLG2R	Yahoo! Products;My Yahoo!	Warum fressen eisb?ren eigentlich keine pinguine...?	N/A
20061013075229AAUpph8	Yahoo! Products;Yahoo! Answers	Wie ist das m?glich?	ich melde mich heute an, da zeigt mir so ne anzeige minus 10 punkte an, wofür? Ich schau nach bei welcher frage ich geantwortet habe doch meine antwort ist weg. dabei habe ich weder etwas menschenfeindliches noch sonstige extreme geschrieben. was ist da passiert?
20061117054412AAsvFzK	Yahoo! Products;Yahoo! Answers	Sollte wirklich jeder Nickname zugelassen werden?	Sind Namen wie z.B. "arischerkaempfer1488"  nicht ein Versto? gegen die YC-Richtlinien
20061020084149AAJRQpy	Yahoo! Products;My Yahoo!	Meine Leherin m?chte über Yahoo wissen...?	1) Welche Vertr?ge werden von Yahoo angeboten        (Vertragsklauseln)?   2)Worauf ist besonders zu achten?   3) Welche Tolls bietet der Provider an? (z.B. Fotobuch erstellen)   4) Wie beurteilen sie die Handharbung des angebots( Navigation, Seitenaufbau, übersichtlichkleit, Erkl?rungen)
20061022123749AA80kLt	Yahoo! Products;My Yahoo!	Wie kann yahoo mail unter microsoft outlook 2003 einrichten?	N/A
20061023020812AAlWEw3	Yahoo! Products;Yahoo! Answers	Who has the highest negative points at yahoo answers, and who has the highest negative level ?	I was so pleased to find that you can have negative points - it adds a whole new dimension :)
20061119115837AA77c9V	Yahoo! Products;Yahoo! Answers	Ich habe eben meine eigene Frage als missbrauch gemeldet...?	ist es logisch? oder ein bug?
20061105140419AAKSTCF	Yahoo! Products;Yahoo! Answers	Hasst Ihr auch aus Webtexten rauskopierte Antworten?	speziell Wikipedia.Ich meine dafuer sind wir doch nicht hier,oder?
20061130141955AAkn9ux	Yahoo! Products;Other - Yahoo! Products	Soll ich euch Gute Nacht wünschen?	bl?d, dass ich das fragen muss - aber wenn es keine Frage ist, wird es gel?scht!
20061124104947AAXGx1I	Yahoo! Products;Yahoo! Answers	Warum erkennt man nicht sofort die Frage am Titel?	Nerven euch auch Fragen, die man nicht sofort am Titel erkennt? Komischerweise bekommen  die die meisten Antworten - ich klicke diese Fragen gar nicht an. .
20061115063429AA56FQu	Yahoo! Products;Yahoo! Messenger;Other - Yahoo! Messenger	How do I download the latest version of Yahoo?	N/A
20061115144953AASkiQi	Yahoo! Products;My Yahoo!	Wie soll man hier jemanden helfen wenn man auf eine detailfrage keine rückantwort bekommt??	gerade bei pc problemen muss man wenn man ne rückfrage stell weil man details braucht immer über eine neue  frage das antworten..macht  sinn?
20061116120555AA3hple	Yahoo! Products;Yahoo! Mail;Personalization	Ich m?chte meinen vollen Namen NICHT mit Mails mitschicken, sondern nur die Mailadresse. Wie geht das?	N/A
20061116153109AAmVwv3	Yahoo! Products;Yahoo! Answers	Wie schnell wird man abh?ngig von CLEVER  ?	Ich wollte vor über vier Stunden nach meinen emails bei yahoo schauen, bin durch Zufall dann auf diese Seite gelangt....und,was soll ich sagen, ich sitze hier immer noch, das ist doch nicht normal, oder ???
20061119113525AAAKzpG	Yahoo! Products;Yahoo! Mail;Accounts & Passwords	Kann ich mein passwort ?ndern? und wenn ja: wo?	N/A
20061122063109AAla8DC	Yahoo! Products;Yahoo! Messenger;Other - Yahoo! Messenger	My messenger won't let me add a new status message.  How can I delete some of the old ones to put a new one in	I have added 5 new status messages to my messenger and I don't know how to delete them to put new ones in.  Please help!!!
20061122133658AAP8Cze	Yahoo! Products;Yahoo! Messenger;Problems with Service	Wie kann ich die alte Version von Yahoo messenger 7.1 installieren?	N/A
20061124150107AAQHnlf	Yahoo! Products;Yahoo! Answers	▓??  ICH BiN SPRACHLOS ! ??▓?	hier ist t?ts?chlich jemand der eine bessere antworten-quote hat als ich - ich glaube ich werfe mich vor den n?chsten zug ;-))       http://de.answers.yahoo.com/my/profile;_... 
20061129101850AArJuYg	Yahoo! Products;Yahoo! Groups	Hey menschliches Wesen, wie alt bist du?	Find dich ganz nett :)
20061202021834AAVyDOx	Yahoo! Products;Other - Yahoo! Products	I want calling international call.but iwant computer card,wher is briging bahrain yahoo card pls inform?	may be yahoo card bahrain how many prize list bahrain to india howmany minite
20061208115135AA79MCj	Yahoo! Products;Yahoo! Answers	Wieso ist YC Grün?	N/A
20061213103644AABbR85	Yahoo! Products;Other - Yahoo! Products	Wie kann ich andere Yahoo Profile finden?	N/A
20061214013939AAfbMWA	Yahoo! Products;Other - Yahoo! Products	How I will change my password at yahoo site?	N/A
20061215211210AAV8PKH	Yahoo! Products;Yahoo! Answers	Does yahoo ever stop saving your old questions?	N/A
20061218062119AAn94Nb	Yahoo! Products;Yahoo! Answers	Using yahoo answers?	how do i delete my files of asked and aswered questions in my questions and answers page?
20061218091352AAlscyi	Yahoo! Products;Other - Yahoo! Products	How do you delete a personal folder on yahoo?	N/A
20061222113513AAX7S0g	Yahoo! Products;Yahoo! Mail;Other - Yahoo! Mail	Can u login to your home computer from another computer?	Can u login to your computer at home from another location
20061225114907AAVvorA	Yahoo! Products;Yahoo! Messenger;Other - Yahoo! Messenger	On Yahoo! messenger, I wanted to make my avatar bigger to OTHERS...how do I do that?	I got some really cute TINY avatars that are for MySpace, and I put one of them as my display image...they're really supposed to move and animate, but there's no place for me to input their code into Messenger to have them do that...so I just put the picture up...but I asked one of my friends that I was talking to online earlier if they could see it and they said that it was too tiny to read...any suggestions on how to make it bigger to the other person?
20070114125346AA6ExB9	Yahoo! Products;Other - Yahoo! Products	O que a dan?a pode oferecer à nosso corpo?	N/A
20070108153254AAcZWFj	Yahoo! Products;Other - Yahoo! Products	Num universo extico em que comparecem romantismo qual  o  personagens das classes populares?	N/A
20070110191937AAVjnRV	Yahoo! Products;Other - Yahoo! Products	Como o povo se ve aqui no yr?	seguinte pessoal;voce gostaria de manter contato com alguns daqui ;naum so me interessa mesmo responderou esta aberto para tentar se relacionar em tempo real com pessoas t?o interessantes....deem opini?es..sem gracinhas por favor se é que é possivel!!
20070112113103AA0HWw4	Yahoo! Products;Other - Yahoo! Products	O quanto as pessoas daqui agu?am sua curiosidade sobre elas mesmas?	tipo ja viu alguma pergunta ou resposta que te interessassse em saber mais ou conhecer aquela pessoa e ai como fez?
20070114160152AAyBT7J	Yahoo! Products;Other - Yahoo! Products	Qual pergunta vc gostaria q te fizessem aqui e ainda n?o fizeram?	fa?a vc mesmo esta pergunta e abaixo deixe sua boa resposta a melhor leva 10 pontos ab? a todos!!
20070114160341AA1IpyD	Yahoo! Products;Other - Yahoo! Products	Se ouve se um encontro real para os membros do yr vc iria e pq?	N/A
20070114160556AAjqmEp	Yahoo! Products;Other - Yahoo! Products	Melhor resposta que ja te deram aqui no yr?	N/A
20070104175225AAY8rwL	Yahoo! Products;My Yahoo!	Como ponho minha foto aqui no yahoo perguntas?	passo a passo por favor!
20061230164057AAVNZfh	Yahoo! Products;Yahoo! Mail;Address Book & Calendar	Cuando envio a varias personas un mail en conjunto tambien le llegan a otra persona mas que no pongo?	Pongo por ejemplo la direccion A: all pongo una, despues en CC: pongo otras dos, pero le llega tambin a una tercera. Porque pasa esto. Alguien me quiere explicar porque gracias.
20070114173630AARq9rN	Yahoo! Products;Yahoo! Answers	Porque n?o criar um YR só para o tema religi?o?	Esse tema é por demais discutido aqui.
20070108063753AAYHOkn	Yahoo! Products;Yahoo! Answers	Interpretiert ihr manchmal zu viel in eine Frage hinein?	Indem Sinne, dass ihr glaubt die Frage bezieht sich auf den Fragenden pers?nlich. Es kann doch auch sein, dass eine Frage einfach aus allgemeinen Interesse gestellt wird. Wie seht ihr das?
20070115101659AAljgzz	Yahoo! Products;Other - Yahoo! Products	Do any of you now yahoo's phone number ???? Or where can i find it?	N/A
